Period,SG,SN,SV,BG,BN,BV
19790315,0.5,0.27,0.22,0,0.24,0.58
19790316,0.99,0.55,0.61,0.77,0.89,0.5
19790319,0.56,0.26,0.31,0.39,0.3,0.57
19790320,-0.49,-0.21,-0.19,-0.56,-0.43,-0.78
19790321,0.76,0.37,0.54,1.03,0.4,0.55
19790322,0.69,0.44,0.47,0.6,0.15,0.5
19790323,0.56,0.5,0.45,0,-0.27,0.26
19790326,-0.45,-0.23,-0.24,-0.63,-0.39,-0.4
19790327,1.18,0.75,0.72,1.74,1.08,1.33
19790328,0.07,0.14,-0.04,-0.59,-0.15,-0.3
19790329,0.73,0.3,0.27,-0.06,-0.06,-0.14
19790330,0.39,0.23,0.27,-0.43,-0.3,-0.34
19790402,-0.55,-0.4,-0.35,-0.8,-0.51,-0.71
19790403,1.24,1.14,1.05,1.61,1.19,1.49
19790404,0.5,0.49,0.21,0.08,0.51,0.57
19790405,0.53,0.7,0.33,0.54,0.72,0.43
19790406,0.01,0.07,0.09,-0.12,0.07,-0.03
19790409,-0.32,0.03,-0.13,-0.26,-0.3,-0.33
19790410,0.4,0.55,0.55,0.52,0.4,0.69
19790411,-0.85,-0.5,-0.24,-1.14,-0.62,-0.96
19790412,0.12,0.17,0.2,-0.45,-0.2,0.12
19790416,-1.15,-0.75,-0.66,-0.7,-0.93,-0.96
19790417,-0.31,-0.12,0,0.1,-0.07,-0.15
19790418,0.87,0.73,0.82,0.61,0.31,0.59
19790419,-0.09,-0.01,-0.08,-0.35,-0.47,-0.46
19790420,0.36,0.12,0.09,-0.05,0.07,-0.02
19790423,0.42,0.32,0.25,0.48,0.27,0.19
19790424,0.69,0.43,0.48,0.43,0.72,0.53
19790425,0.37,0.52,0.44,0.43,0.25,0.36
19790426,-0.22,-0.21,0.13,-0.52,-0.52,-0.35
19790427,-0.04,-0.2,0.13,-0.24,-0.27,-0.12
19790430,-0.32,-0.12,-0.06,0.14,-0.08,-0.2
19790501,-0.07,0.31,0.04,-0.01,0.03,0.08
19790502,0.12,0.28,0.15,-0.04,0.33,-0.26
19790503,0.14,0.12,0.07,0.09,0.1,-0.21
19790504,-0.84,-0.8,-0.61,-1.15,-0.79,-0.88
19790507,-3.14,-2.3,-2.14,-1.65,-1.5,-1.97
19790508,-0.65,-0.53,-0.68,0.33,-0.07,0.05
19790509,0.79,0.39,0.64,0.15,0.3,0.72
19790510,-0.78,-0.75,-0.68,-1.05,-0.81,-0.7
19790511,0.13,0.3,0.14,0.2,0.08,0.24
19790514,-0.5,-0.26,-0.24,-0.36,-0.58,-0.59
19790515,0.1,0.06,0.14,-0.03,0.13,0.38
19790516,0.09,0.06,0.12,0.25,0.3,0.32
19790517,1.44,1.03,1.04,1.27,1.78,1.82
19790518,0.56,0.49,0.37,-0.01,0.1,0.19
19790521,0.36,0.48,0.51,0.56,0.13,0.09
19790522,0.44,0.42,0.53,0.64,0.46,0.33
19790523,-0.09,0.14,0.08,-0.52,-0.3,-0.59
19790524,0.13,0.44,0.31,0.27,0.01,0.15
19790525,0.47,0.51,0.56,0.28,0.25,0.27
19790529,-0.09,-0.32,0,-0.11,-0.21,-0.14
19790530,-1.18,-0.81,-0.89,-1.03,-0.75,-0.92
19790531,0,-0.01,0,0.09,-0.2,0.34
19790601,0.3,0.26,0.15,0.14,0.08,0.02
19790604,0.08,0.06,0.46,-0.01,0.41,0.29
19790605,1.36,0.91,0.98,1.43,1.17,1.07
19790606,0.99,0.52,0.32,0.48,0.97,0.65
19790607,0.54,0.71,0.46,0.58,0.63,0.59
19790608,0.27,-0.05,0.61,-0.45,-0.14,0.3
19790611,0.16,0.58,0.42,0.3,0.43,0.02
19790612,0.93,0.64,1.19,1.08,0.82,1.1
19790613,-0.16,0.31,0.4,-0.6,-0.34,-0.02
19790614,-0.23,0,-0.35,-0.25,-0.14,0.05
19790615,0.26,0.35,-0.09,0.01,0.13,0.11
19790618,-0.38,-0.17,-0.47,-0.77,-0.44,-0.26
19790619,-0.06,0.07,0.27,0.1,-0.03,0.31
19790620,0.47,0.55,0.54,0.11,0.02,0.29
19790621,0.63,0.29,0.6,0.52,0.38,0.2
19790622,0.39,0.27,0.45,0.6,0.45,0.42
19790625,-0.78,-0.36,-0.66,-0.52,-0.48,-0.36
19790626,-0.57,-0.14,-0.33,-0.59,-0.21,-0.47
19790627,0.77,0.21,0.6,0.59,0.69,0.58
19790628,0.52,0.62,0.53,0.56,0.66,0.58
19790629,0.09,0.09,-0.14,-0.1,0.26,0.04
19790702,-1.22,-0.73,-0.72,-1.14,-0.64,-0.7
19790703,0.12,0.3,0.41,0.23,-0.01,0.5
19790705,0.59,0.52,0.65,0.29,0.44,0.44
19790706,0.89,0.83,0.69,1.29,1.06,0.97
19790709,0.38,0.57,0.5,0.63,1.1,0.95
19790710,-0.18,-0.1,-0.08,-0.47,-0.06,-0.36
19790711,-0.19,-0.05,-0.11,-0.58,-0.75,-0.26
19790712,-0.43,-0.04,-0.14,-0.87,-0.76,-0.48
19790713,-0.36,-0.28,-0.02,-0.3,-0.35,-0.41
19790716,0.33,0.35,0.23,0.39,0.5,0.44
19790717,-1.2,-0.8,-0.87,-1.35,-0.61,-0.66
19790718,-0.54,-0.45,-0.61,-0.05,-0.31,-0.26
19790719,0.52,0.51,0.47,-0.06,-0.14,0.22
19790720,0.39,0.31,0.21,0.42,0.15,0.21
19790723,-0.31,-0.06,-0.22,-0.3,-0.19,-0.43
19790724,0.56,0.25,0.29,0.27,0.34,0.51
19790725,1.11,0.71,0.78,1.19,1.1,1.12
19790726,0.34,0.59,0.34,0.11,0.06,0.17
19790727,0.45,0.6,0.42,-0.06,0.31,0.08
19790730,0.23,0.38,0.22,0.3,0.02,0.12
19790731,0.61,0.58,0.59,0.73,0.53,0.81
19790801,0.45,0.81,0.44,0.55,0.19,0.21
19790802,0.46,0.31,0.22,0.08,0.01,-0.16
19790803,-0.01,-0.02,0.13,-0.07,-0.07,0.1
19790806,0.1,0.15,0.01,0.38,0.21,0.16
19790807,0.96,0.74,0.83,1.74,0.99,0.87
19790808,0.42,0.46,0.32,0.44,0.23,0.35
19790809,0.13,0.14,0.14,-0.39,-0.31,-0.18
19790810,1.02,0.65,0.51,1.3,0.45,0.75
19790813,0.91,0.54,0.77,1.02,0.91,0.71
19790814,0.25,0.44,0.43,-0.01,0.25,0.4
19790815,0.83,0.6,0.93,0.98,0.47,0.55
19790816,-0.26,0.01,-0.13,-0.22,-0.11,-0.32
19790817,0.29,0.27,0.2,0.1,0.37,0.47
19790820,0.44,0.31,0.4,0.47,0.64,0.4
19790821,0.14,0.17,0.08,-0.11,0.19,-0.04
19790822,0.58,0.31,0.25,-0.13,0.36,0.22
19790823,0.19,-0.06,0.24,-0.36,-0.31,-0.11
19790824,-0.02,-0.02,-0.02,-0.26,0.26,0.22
19790827,0.29,0.39,0.33,0.55,0.62,0.68
19790828,0.08,0.01,0.1,0,-0.17,-0.12
19790829,0.42,0.17,0.25,-0.04,0.06,-0.07
19790830,0.32,0.17,0.28,0.07,-0.06,-0.11
19790831,0.61,0.63,0.43,0.47,0.17,0.24
19790904,-1.8,-1.23,-1.3,-1.74,-1.47,-1.55
19790905,-2.19,-1.73,-1.69,-1.08,-1.03,-1.17
19790906,1.08,0.61,0.47,0.2,0.57,0.6
19790907,0.87,0.46,0.77,0.51,0.93,1.01
19790910,0.65,0.51,0.33,0.24,0.78,0.66
19790911,-0.61,-0.46,-0.5,-0.82,-0.38,-0.83
19790912,0.55,0.29,0.32,0.34,0.36,0.18
19790913,0.73,0.28,0.22,0.22,-0.02,-0.27
19790914,1.2,0.77,0.79,1.03,1,0.71
19790917,-0.1,-0.14,-0.17,0.14,-0.2,-0.16
19790918,-0.79,-0.65,-0.77,-0.88,-0.51,-0.88
19790919,0.3,0.08,0.18,0.2,0.34,0.23
19790920,0.81,0.49,0.57,2.11,1.8,1.72
19790921,0.25,0.2,0.21,-0.01,-0.16,0.1
19790924,-0.46,-0.5,-0.66,-0.91,-0.6,-1
19790925,-0.17,-0.25,-0.16,0.3,-0.08,-0.02
19790926,0.59,0.39,0.18,0.12,0.2,0.55
19790927,0.39,0.11,0.25,0.06,0.16,0.24
19790928,-0.4,-0.25,-0.03,-0.8,-0.65,-0.77
19791001,-0.16,-0.22,-0.46,-0.6,-0.59,-0.65
19791002,0.84,0.43,0.52,0.89,0.75,0.97
19791003,0.7,0.35,0.35,0.15,0.07,0.12
19791004,0.79,0.45,0.7,0.56,0.56,0.7
19791005,0.86,0.69,0.79,0.78,1.06,0.74
19791008,-1.26,-1.14,-1.38,-1.41,-0.95,-1.33
19791009,-5.14,-4.26,-4.41,-3.09,-3.09,-3.75
19791010,-4.59,-4.06,-4.2,-0.85,-1.87,-2.07
19791011,1.09,0.51,0.56,-0.28,-0.02,0.27
19791012,0.5,0.38,0.28,-0.53,-0.25,-0.25
19791015,-1.93,-1.73,-1.65,-1.03,-1.12,-1.22
19791016,-0.21,-0.12,-0.15,-0.38,0.1,-0.24
19791017,0.78,0.43,0.44,0.15,0.51,0.21
19791018,0.48,0.07,0.2,-0.05,0.49,0.19
19791019,-2.47,-1.96,-1.89,-2.19,-1.92,-2.05
19791022,-3.13,-2.57,-2.85,-0.66,-1.34,-1.67
19791023,-0.51,-0.23,-0.51,-0.02,-0.54,-0.53
19791024,0.85,0.21,0.15,0.04,0.31,0.49
19791025,-0.13,-0.04,0.01,-0.41,-0.38,-0.14
19791026,1.27,0.69,0.73,0.66,0.52,0.74
19791029,0.38,0.06,0.2,0.18,0.17,0.17
19791030,1.7,1.2,0.95,2.12,1.9,1.36
19791031,-0.07,-0.03,-0.13,-0.91,-0.49,-0.54
19791101,0.9,0.7,0.43,0.74,1.01,0.77
19791102,0.58,0.31,0.38,0.1,0.35,-0.02
19791105,-0.7,-0.56,-0.48,-0.62,-0.56,-0.88
19791106,-0.42,-0.28,-0.47,-0.75,-0.44,-0.54
19791107,-1.36,-1.11,-0.9,-1.2,-1.14,-1.21
19791108,0.7,0.34,0.36,0.93,0.27,0.53
19791109,1.49,1.09,1.14,1.28,1.29,1.35
19791112,1.35,0.95,0.9,1.92,1.83,1.75
19791113,0,-0.03,0.04,-0.56,-0.34,-0.07
19791114,0.85,0.31,0.38,0.51,0.22,0.45
19791115,1.22,0.8,0.67,0.78,0.84,0.37
19791116,-0.05,-0.11,-0.19,-0.21,-0.08,-0.19
19791119,0.66,0.39,0.19,0.49,0.46,0.18
19791120,-0.08,-0.09,-0.19,-0.5,-0.38,-0.83
19791121,-0.09,-0.05,-0.15,0.26,0.19,-0.04
19791123,1.12,0.64,0.75,0.96,0.63,0.69
19791126,2.12,1.8,1.77,2.57,1.85,2.11
19791127,0.5,0.58,0.66,-0.37,-0.23,0.05
19791128,1.06,0.61,0.72,0.62,0.26,0.27
19791129,0.66,0.43,0.52,0.1,0.07,-0.14
19791130,0.01,-0.05,0.09,-0.56,-0.49,-0.51
19791203,-0.21,0,-0.09,-0.36,-0.24,-0.1
19791204,0.82,0.65,0.43,1.04,0.89,0.57
19791205,0.91,0.66,0.57,0.63,0.47,0.23
19791206,1.01,0.86,0.83,0.93,0.43,0.73
19791207,0.48,0.21,0.17,-0.46,-0.39,-0.31
19791210,0.64,0.31,0.22,0.21,0.18,0.57
19791211,0.05,-0.06,-0.14,-0.28,-0.19,0
19791212,0.77,0.37,0.39,0.1,-0.02,-0.2
19791213,0.53,0.19,0.13,0.3,0.11,-0.28
19791214,1.04,0.67,0.87,1.33,1.17,0.69
19791217,0.96,0.43,0.28,0.43,0.44,0.6
19791218,-0.81,-0.36,-0.48,-1.27,-0.75,-0.54
19791219,-0.01,0,0.07,0.02,-0.17,-0.19
19791220,0.48,0.49,0.37,0.25,-0.07,0.35
19791221,-0.3,-0.18,0.15,-0.47,-0.76,-0.86
19791224,-0.09,0.07,0.27,0.15,-0.04,0.14
19791226,0.24,0.12,0.14,0.14,0.05,0.29
19791227,0.39,0.06,0.24,0.18,-0.03,0.12
19791228,0.58,0.26,0.33,-0.02,0.02,0.06
19791231,0.41,0.34,0.22,0.08,-0.01,0.05
19800102,-2.51,-1.5,-1.33,-2.57,-1.71,-1.58
19800103,-1.72,-1.41,-1.15,-0.48,-0.7,-0.39
19800104,2.32,1.62,1.7,1.44,1.17,1.27
19800107,0.76,0.72,0.53,0.39,0.25,0.66
19800108,1.81,1.61,1.43,2.76,1.42,1.72
19800109,0.69,0.79,0.53,-0.16,0.25,0.02
19800110,1.23,1.11,1.22,1,0.62,0.95
19800111,0.41,0.5,0.6,0,0.14,0.72
19800114,0.64,0.77,0.87,0.03,0.28,1.08
19800115,0.51,0.37,0.48,0.63,0.63,0.44
19800116,0.44,0.3,0.44,-0.09,0.16,-0.27
19800117,0.1,0.28,0.14,-0.59,-0.17,-0.08
19800118,0.46,0.24,0.27,0.1,0.35,0.49
19800121,0.8,0.62,0.89,0.66,1.11,1.06
19800122,-0.84,-0.36,-0.54,-0.49,-0.38,-0.83
19800123,0.94,0.87,0.97,1.84,1.6,1.45
19800124,0.51,0.36,0.34,0.14,0.39,0.13
19800125,0.41,-0.01,0.29,0.02,-0.06,-0.25
19800128,0.91,0.59,0.53,1.17,1.16,0.91
19800129,-0.66,-0.42,-0.72,-0.77,-0.64,-0.25
19800130,0.74,0.75,0.95,1.05,0.87,1.14
19800131,-0.16,-0.31,-0.23,-1.12,-0.48,-0.72
19800201,0.45,0.45,0.52,0.57,0.97,0.76
19800204,-0.03,-0.09,-0.02,-0.49,-0.6,-0.07
19800205,0.22,0.16,0.22,0.22,0.34,0.07
19800206,0.74,0.16,0.24,0.43,1.42,1.31
19800207,0.57,0.41,0.4,-0.24,1.04,0.79
19800208,1.01,0.48,0.84,0.9,1.53,2.06
19800211,-0.7,-0.61,-0.28,-0.64,-0.64,-1.43
19800212,0.28,0.18,0.08,1.19,0.32,0.38
19800213,0.13,0.25,0.08,0.46,0.36,-0.04
19800214,-1.25,-0.75,-0.8,-1.46,-1.45,-1.32
19800215,-0.56,-0.51,-0.72,-0.91,-1.01,-0.7
19800219,-0.8,-0.6,-0.94,-0.74,-0.95,-0.7
19800220,0.99,0.28,0.7,1.19,1.89,1.62
19800221,-0.42,-0.65,-0.69,-1.2,-0.69,-1.1
19800222,-0.58,-0.77,-0.91,-0.78,0.21,-0.14
19800225,-1.06,-1.14,-1.24,-1.33,-1.44,-1.59
19800226,0.29,0.11,0.2,0.15,1.26,0.49
19800227,-0.36,-0.56,-0.58,-1.77,-1.12,-1.01
19800228,0.17,-0.11,-0.2,0.24,-0.25,0.11
19800229,0.54,0.28,0.44,1.1,1.11,1.03
19800303,-0.83,-0.55,-0.6,-0.91,-0.89,-1.1
19800304,-1.03,-0.85,-0.93,-0.04,0.36,0.27
19800305,-1.81,-1.47,-1.63,-1.9,-1.2,-1.25
19800306,-2.97,-2.53,-2.57,-1.86,-2.53,-2.67
19800307,-1.95,-1.61,-1.59,-0.86,-2.3,-1.92
19800310,-2.38,-1.65,-1.73,-0.46,-0.24,-0.52
19800311,1.2,0.81,0.7,1.1,1.35,1.63
19800312,-0.07,-0.13,-0.17,-0.87,-0.59,-0.82
19800313,-0.14,-0.35,-0.36,-0.87,-1.07,-1.53
19800314,-0.42,-0.44,-0.54,-0.34,-0.13,-0.29
19800317,-4.13,-3.1,-3.09,-2.68,-3.12,-3.69
19800318,-0.37,-0.43,-0.45,1.37,1.91,1.91
19800319,0.97,0.81,0.63,0.17,0.37,0.47
19800320,-0.28,-0.41,-0.17,-1.06,-1.06,-1.63
19800321,-0.62,-0.46,-0.67,-1.02,-0.54,-0.43
19800324,-4.19,-2.9,-3.09,-2.98,-3.06,-2.89
19800325,-2.05,-1.61,-1.77,0.32,-0.66,-0.84
19800326,-0.45,-0.27,-0.14,-0.38,-0.43,-1.07
19800327,-7.47,-5.42,-5.62,-0.36,-1.25,-1.5
19800328,6.24,3.91,3.59,2.84,2.44,2.5
19800331,2.03,1.53,1.39,1.39,1.54,1.67
19800401,1.49,1.08,0.82,0.09,0.25,0.51
19800402,1.48,1.28,1.03,0.88,0.78,0.73
19800403,-0.1,0.23,-0.01,-0.27,-0.68,-0.09
19800407,-2.42,-1.88,-1.63,-2.18,-1.86,-1.91
19800408,0.72,0.39,0.53,1.17,0.85,1.16
19800409,1.39,1.05,1.2,1.72,2.11,2.33
19800410,1.58,1.26,1.39,0.73,0.76,1.37
19800411,0.37,0.58,0.46,-0.5,0.12,0.2
19800414,-1.18,-0.68,-0.71,-1.13,-0.76,-1.22
19800415,-0.37,-0.24,-0.2,-0.36,0.1,-0.28
19800416,-1.15,-0.47,-0.34,-1.36,-0.8,-0.96
19800417,-0.9,-0.63,-0.51,-0.42,-0.42,-0.4
19800418,-0.39,0.03,0.01,-0.38,-0.41,-0.52
19800421,-1.6,-0.93,-1,-0.94,-0.56,-0.72
19800422,3.66,2.46,2.02,4,3.21,3.41
19800423,1.03,0.92,0.84,0.23,0.39,0.3
19800424,1.47,0.9,0.9,1.12,0.44,0.85
19800425,-0.34,-0.37,-0.18,0.88,0.59,0.24
19800428,0.43,0.65,0.44,0.21,0.79,0.22
19800429,0.69,0.43,0.52,0.26,0.32,0.36
19800430,0.3,0.35,0.39,0.29,0.39,0.51
19800501,-0.57,-0.24,-0.18,-0.84,-0.52,-0.64
19800502,0.41,0.27,0.26,-0.02,0.18,0.49
19800505,0.5,0.62,0.9,0.96,0.67,1.01
19800506,0.55,0.83,0.57,0.35,-0.1,0.22
19800507,0.85,1.01,1.24,0.63,1.03,1.49
19800508,-0.25,0.08,0.06,-0.64,-0.89,-0.6
19800509,-0.37,-0.38,-0.23,-1.26,-1.29,-1.09
19800512,-0.18,0.08,0.13,0.23,-0.14,-0.15
19800513,0.9,0.86,0.71,1.27,1.34,1.01
19800514,1.13,0.98,0.88,0.73,0.57,0.44
19800515,0.67,0.57,0.41,0.35,0.11,-0.17
19800516,0.72,0.42,0.44,0.5,0.24,0.37
19800519,0.37,0.37,0.25,0.23,0.35,0.12
19800520,0.15,0.02,0.04,-0.15,0.04,-0.05
19800521,0.05,-0.01,0.15,0,0.23,0.1
19800522,1.01,0.74,0.9,1.42,1.3,1.03
19800523,1.07,1.14,1.05,1.55,1.59,1.41
19800527,0.57,0.51,0.46,0.43,0.83,1.1
19800528,0.51,0.16,0.24,0.61,0.78,0.88
19800529,-0.77,-0.66,-0.85,-1.56,-1.52,-1.67
19800530,0.57,0.19,0.41,0.86,0.59,1.08
19800602,-0.04,-0.14,0.24,-0.15,-0.3,-0.4
19800603,0.11,0,-0.03,-0.14,-0.34,-0.11
19800604,1.15,0.92,0.78,2,1.89,1.02
19800605,0.54,0.52,0.36,0.08,0.22,0.22
19800606,0.64,0.34,0.47,0.53,0.36,0.29
19800609,0.26,0.42,0.26,0.19,0.63,0.56
19800610,0.64,0.4,0.4,0.71,1.13,0.72
19800611,0.81,0.57,0.5,0.96,1.49,0.85
19800612,-0.03,-0.04,-0.37,-0.4,0.03,-0.63
19800613,0.71,0.76,0.76,0.46,-0.11,0.49
19800616,0.02,0.12,0.24,0.46,-0.03,0.33
19800617,0.14,0.25,0.08,-0.07,-0.07,0.32
19800618,-0.16,0.06,0.02,0.01,0.35,0.28
19800619,-0.76,-0.5,-0.37,-1.42,-1.21,-1.48
19800620,-0.07,-0.26,0.1,-0.28,-0.75,-0.02
19800623,0.46,0.41,0.2,0.4,0.38,0.46
19800624,0.54,0.29,0.51,0.61,0.64,0.41
19800625,1.14,0.82,0.95,1.31,1.29,1.29
19800626,-0.02,0.06,-0.14,-0.61,-0.16,-0.48
19800627,0.22,0.11,0.07,-0.08,-0.26,-0.25
19800630,-1.11,-0.76,-0.83,-1.43,-1.66,-1.44
19800701,0.73,0.24,0.22,0.82,0.63,-0.05
19800702,0.82,0.66,0.66,0.9,0.66,0.12
19800703,1.64,0.87,0.81,1.39,1.59,1.17
19800707,0.85,0.72,0.51,0.9,0.68,0.87
19800708,-0.12,0.3,0.03,-0.24,-0.44,-0.28
19800709,0.31,0.41,0.39,0.25,0.03,0.05
19800710,-0.14,0,-0.05,-0.86,-0.87,-0.64
19800711,1.1,0.6,0.43,0.75,0.9,0.35
19800714,1.9,1.38,1.09,2.16,1.86,1.03
19800715,0.05,0.36,0.07,-0.37,-0.79,-0.27
19800716,0.66,0.38,0.53,0.05,0.42,-0.03
19800717,1.5,1.07,0.77,1.63,1.68,0.69
19800718,0.72,0.77,0.49,0.35,0.34,0.21
19800721,0.43,0.29,0.17,0.35,0.45,0.17
19800722,-0.36,-0.09,0.01,-0.08,-0.52,-0.05
19800723,0.1,-0.05,0.04,-0.22,-0.13,-0.31
19800724,0.33,0.1,-0.06,-0.06,-0.29,-0.11
19800725,-0.5,-0.36,-0.34,-0.74,-0.97,-0.78
19800728,0.37,0.15,0.16,0.69,0.57,0.12
19800729,1.06,0.82,0.51,1.02,0.64,0.52
19800730,1.19,0.67,0.67,0.55,-0.63,0.03
19800731,-0.17,-0.08,-0.14,-0.26,-0.59,-0.08
19800801,0.72,0.57,0.38,-0.26,-0.14,-0.56
19800804,-0.4,-0.2,-0.13,-0.34,-0.55,0.07
19800805,0.39,0.51,0.31,0.1,-0.12,-0.16
19800806,0.89,0.64,0.41,0.74,0.82,0.38
19800807,1.4,1.09,0.78,1.74,1.67,0.85
19800808,0.33,0.5,0.33,0.44,0.14,0.22
19800811,0.85,0.69,0.75,1.23,0.85,0.87
19800812,-0.7,-0.17,-0.46,-0.76,-0.84,-0.66
19800813,0.23,0.32,0.07,-0.45,-0.31,-0.11
19800814,1.83,1.07,0.99,1.81,1.57,0.99
19800815,0.76,0.4,0.43,0.31,0.64,0.16
19800818,-2.01,-1.49,-1.06,-2.06,-1.75,-1.01
19800819,-0.5,-0.6,-0.51,-0.68,-0.54,-0.53
19800820,1.26,0.51,0.65,1.01,0.93,0.86
19800821,2.07,1.16,1.2,1.61,1.54,0.99
19800822,1.25,0.7,0.49,0.69,0.42,0.71
19800825,0.08,-0.26,-0.22,-0.37,-0.69,-0.47
19800826,0.61,0.11,0.03,-0.03,-0.34,-0.1
19800827,-0.34,-0.4,-0.31,-1.13,-1.03,-0.61
19800828,-1.17,-0.71,-0.75,-1.44,-1.07,-0.49
19800829,0.6,0.41,0.35,0.12,0.29,0.38
19800902,1.12,0.65,0.67,0.94,1.01,1.33
19800903,1.84,1.45,1.32,2.19,1.94,1.91
19800904,0.1,0.24,0.12,-0.38,-0.75,-0.15
19800905,0.46,0.25,0.14,-0.37,-0.39,-0.44
19800908,-0.8,-0.48,-0.54,-1.46,-1.12,-1.32
19800909,0.37,0.49,0.4,0.9,0.4,0.25
19800910,1.18,0.95,0.73,0.47,0.93,0.46
19800911,1.39,0.95,0.59,0.83,0.86,-0.24
19800912,1.07,0.45,0.29,0.11,0.1,-0.27
19800915,0.43,0.02,0.1,0.36,0.09,-0.12
19800916,1.31,0.84,0.52,1.22,0.83,0.44
19800917,1.87,1.03,0.67,1.97,1.5,0.97
19800918,-0.4,0.17,-0.17,-0.22,-0.38,-0.29
19800919,1.19,0.68,0.46,0.77,0.38,0.61
19800922,0.28,0.01,-0.09,1.22,0.81,0.04
19800923,-1.42,-0.7,-0.98,-0.93,-0.11,-0.84
19800924,0.17,-0.09,-0.31,0.6,1.24,0.06
19800925,-0.71,-0.68,-0.43,-1.29,-1.26,-1.04
19800926,-2.47,-1.78,-1.47,-2.15,-1.87,-1.55
19800929,-3.62,-2.54,-2.21,-2.39,-2.41,-1.66
19800930,2.03,1.07,1,1.86,1.46,0.98
19801001,1.55,0.29,0.4,1.67,1.93,-0.3
19801002,1,0.54,0.32,0.79,0.91,0.34
19801003,1.97,1.07,1.16,1.37,0.93,0.98
19801006,2.24,1.21,0.94,1.89,1.82,1.41
19801007,-0.22,-0.05,-0.23,-0.61,-0.41,-0.5
19801008,1.1,0.41,0.52,0.72,0.44,0.16
19801009,0.11,0.25,0.09,-0.44,-0.42,-0.33
19801010,-0.2,-0.01,0.35,-0.68,-0.27,-0.42
19801013,0.88,0.53,0.62,1.33,1.44,0.69
19801014,0.14,0.22,0.24,-0.01,0.12,-0.28
19801015,0.68,0.4,0.42,1.24,1.61,0.4
19801016,-1.09,-0.57,-0.5,-1.46,-1.25,-0.56
19801017,-0.56,-0.41,-0.21,-0.5,-0.46,-0.68
19801020,0.14,0.25,0.24,0.51,1.04,0.52
19801021,-0.38,-0.21,-0.41,-0.69,-0.64,-0.46
19801022,0.87,0.52,0.31,0.15,0.03,0.27
19801023,-1.43,-1.03,-0.8,-2.15,-1.89,-1.01
19801024,0.5,0.23,0.22,0.14,0.28,0.71
19801027,-1.16,-0.82,-0.54,-1.48,-1.56,-1.23
19801028,0,-0.27,-0.29,0.26,0.11,-0.54
19801029,0.28,0.14,0.02,0.12,-0.33,-0.09
19801030,-1.14,-0.66,-0.67,-1.51,-1.37,-0.93
19801031,0.55,0.36,0.43,1.27,0.89,0.98
19801103,0.96,0.44,0.3,1.32,1.57,0.38
19801105,1.9,1.1,0.71,2.22,2.01,0.59
19801106,-1.51,-1.21,-1.25,-1.81,-1.71,-1.58
19801107,-0.24,-0.27,-0.29,0.21,0.35,0.08
19801110,0.28,0,0.03,0.46,0.5,-0.1
19801111,1.43,0.89,0.61,1.07,1.48,1.45
19801112,2.02,1.46,0.84,2.86,2.6,1.75
19801113,1.75,0.68,0.81,1.69,1.69,0.89
19801114,0.84,0.36,0.4,0.61,0.57,0.08
19801117,0.02,-0.26,-0.05,0.68,0.67,-0.17
19801118,1.18,0.64,0.43,1.82,1.57,0.67
19801119,0.55,0.11,-0.07,-0.03,-0.81,-0.6
19801120,1.11,0.49,0.37,1.1,0.9,1.17
19801121,-0.32,-0.22,-0.27,-1.02,-0.65,-1.21
19801124,-0.97,-0.65,-0.52,-0.82,-0.54,0.31
19801125,1.11,0.52,0.48,0.53,1.02,0.77
19801126,1.01,0.13,0.19,0.22,1.27,-0.38
19801128,0.71,0.2,0.24,0.05,0.36,0.65
19801201,-1.72,-1.09,-1.17,-2.1,-2.68,-1.93
19801202,-0.67,-0.44,-0.48,-0.17,-0.38,0.13
19801203,0.71,0.28,0.3,0.18,-0.43,-0.13
19801204,0.45,0.53,0.31,0.2,-0.62,-0.04
19801205,-1.83,-0.83,-0.91,-2.12,-1.94,-1.29
19801208,-4.43,-2.66,-2.24,-2.92,-2.28,-1.76
19801209,-0.74,-0.74,-0.55,-0.29,0.21,-0.02
19801210,-1.5,-0.76,-1.05,-2.03,-1.39,-0.8
19801211,-3.01,-2.2,-1.84,-0.78,-0.79,-0.96
19801212,1.94,0.97,0.82,1.8,1.3,0.76
19801215,0.43,0.33,0.04,0.23,0.24,-0.37
19801216,0.29,-0.08,-0.01,1.04,1.03,0.4
19801217,1.61,0.5,0.52,1.41,1.93,1.83
19801218,0.79,0.95,1.17,0.04,0.04,2.17
19801219,0.83,0.84,1.04,0.36,0.44,1.38
19801222,1.08,1.07,1.07,1.62,1,1.61
19801223,-0.43,0.41,0.46,-0.11,-0.45,-0.66
19801224,0.16,0.42,0.73,0.53,0.42,0.33
19801226,0.5,0.38,0.39,0.68,0.48,0.26
19801229,-0.92,-0.51,-0.69,-0.67,-1.25,-1.4
19801230,0.24,0.16,-0.07,0.52,0.06,-0.06
19801231,1.03,0.81,0.89,0.52,0.39,0.01
19810102,0.92,0.84,1.12,0.43,0.29,1.48
19810105,0.36,1.02,1.36,0.81,0.92,1.7
19810106,-0.21,0.56,0.84,0.03,-0.06,0.67
19810107,-4.98,-2.88,-2.52,-2.71,-2.31,-1.57
19810108,-0.96,-0.46,-0.32,-1.5,-1.54,-0.87
19810109,1.19,0.85,0.71,0.21,0.53,0.01
19810112,0.28,0.56,0.63,-0.1,-0.02,0.44
